,cv,type,ru,,
,япӑх ,adjective,плохой,,
,çупахай ,noun,подлещик,,
,тӑвӑр ,adjective masculine,узкий,,
,ҫинҫе ,adjective,тонкий,,
,ҫӳхе ,adjective,тонкий,,
,йывӑр ,adjective,тяжёлый,,
,канверт ,noun masculine,конверт,,
,пӗчӗк ,adjective,маленький,,
,пӗчӗк ,adjective,малый,,
,Иккĕмĕш Тĕнче вăрçи ,nonetype,Вторая мировая война,,
,ҫивӗч ,adjective,острый,,
,шӗвӗр ,adjective,острый,,
,ҫӗнӗ ,adjective masculine,новый,,
,мӑка ,adjective,тупой,,
,ӑслӑ ,adjective,умный,,
,йӗпе ,adjective,мокрый,,
,ҫаврака ,adjective masculine,круглый,,
,çăвăрма ,verb impf,спать,,
,типӗ ,adjective,сухой,,
,тӑр ,verb,стоять,,
,ватӑ ,adjective,старый,,
,улттӑмӗш ,numeral masculine,шестой,,
,сывлăхшăн лайăх ,adjective,здоровый,,
,усăллă ,adjective,здоровый,,
,юрлама ,verb impf,петь,,
,енчен ,conjunction,если,,
,сулахайри ,adjective,левый,,
,Аделаида ,noun feminine,Аделаида,,
,Аделаида ,nonetype,аделаида,,
,мӗн ,pronoun,что,,
,пысӑк ,adjective masculine,большой,,
,сӗм ,adjective,тёмный,,
,кӗске ,adjective masculine,короткий,,
,Пакистан ,noun masculine,Пакистан,,
,Пакистан ,nonetype,пакистан,,
,тӗнчен ҫичӗ тӗлентермӗшӗ ,noun,семь чудес света,,
,ҫамрӑк ,adjective,молодой,,
,ҫамрӑк ,adjective,юный,,
,тарӑн ,adjective,глубокий,,
,вӗтӗ ,adjective,мелкий,,
,иккӗмӗш ,adjective,второй,,
,ҫӳллӗ ,adjective masculine,высокий,,
,ҫӳллӗ ,adjective,рослый,,
,пиллӗкмӗш ,numeral masculine,пятый,,
,авани ,noun masculine,привет,,
,пĕтĕлтет ,verb,тараторить,,
,пăлтăртат ,verb,тараторить,,
,татăлтат ,verb,тараторить,,
,чĕмсĕрлен ,verb,молчать,,
,биологи ,noun feminine,биология,,
,биологи ,noun,биология,,
,мӑнакка ,noun feminine,тётя,,
,вĕтĕлтет ,verb,тараторить,,
,вăтет ,verb,тараторить,,
,вунтăваттă ,numeral,четырнадцать,,
,вунвиççĕ ,numeral,тринадцать,,
,хапăлтат ,verb,тараторить,,
,Абхази ,noun feminine,Абхазия,,
,тӗттӗм ,adjective,тёмный,,
,саккӑрмӗш ,numeral masculine,восьмой,,
,Сингапур ,noun masculine,Сингапур,,
,Сингапур ,nonetype,сингапур,,
,манăн ,pronoun verb,мой,,
,Перу ,noun neuter,Перу,,
,Перу ,noun,перу,,
,мĕн пирки ,adverb,почему,,
,Латви ,noun feminine,Латвия,,
,Латви ,nonetype,латвия,,
,Уругвай ,noun masculine,Уругвай,,
,Уругвай ,nonetype,уругвай,,
,йăвача ,noun,колобок,,
,мĕн тума ,adverb,почему,,
,вӑтӑр ,numeral,тридцать,,
,Баку ,noun masculine,Баку,,
,Баку ,noun,баку,,
,пуҫла ,verb,начинать,,
,Антарктика ,noun feminine,Антарктика,,
,Антарктика ,nonetype,антарктика,,
,Çӳрçěр Америка ,proper feminine,Северная Америка,,
,тӑхӑр вун ,numeral,девяносто,,
,тухатмӑш ,noun masculine,колдун,,
,тухатмӑш ,noun feminine,ведьма,,
,хӗрӗх ,numeral,сорок,,
,аллӑ ,numeral,пятьдесят,,
,патшалăхăн чăн канашçи ,nonetype,действительный статский советник,,
,утмӑл ,numeral,шестьдесят,,
,сакӑр вун ,numeral,восемьдесят,,
,йӗр ,verb impf,плакать,,
,анатоми ,noun feminine,анатомия,,
,анатоми ,noun,анатомия,,
,ҫитмӗл ,numeral,семьдесят,,
,паянхи ,adjective,сегодняшний,,
,алӑ ҫупни ,noun,аплодисменты,,
,экологи ,noun feminine,экология,,
,экологи ,nonetype,Экология,,
,экологи ,noun,экология,,
,Виктор ,noun,Виктор,,
,Виктор ,nonetype,виктор,,
,Çěнтерӳ Кунĕ ,noun,День Победы,,
,тӑххӑрмӗш ,adjective,девятый,,
,тăватçĕр ,numeral,четыреста,,
,савӑн ,verb,радоваться,,
,Сочи ,noun masculine,Сочи,,
,Сочи ,verb,сочи,,
,йӑмра ,noun feminine,ветла,,
,Тимӗркке ,proper,Владимир,,
,ҫӗнтер ,verb,победить,,
,ҫӗн ,verb,победить,,
,Улатимӗр ,proper,Владимир,,
,тофу ,noun neuter,тофу,,
,тофу ,noun,тофу,,
,Джон ,noun masculine,Джон,,
,МПУ ,nonetype,МГУ,,
,мăкшă чĕлхи ,nonetype,мокшанский язык,,
,извещени ,noun,извещение,,
,Гагаузи ,noun,Гагаузия,,
,Гагаузи ,feminine,Гагауз-Ери,,
,энтомологи ,noun feminine,энтомология,,
,Шупашкар ,proper, noun p,Чебоксары,,
,мăян ,noun feminine,лебеда,,
,Португали ,noun feminine,Португалия,,
,Португали ,nonetype,португалия,,
,япăлти ,adjective,изворотливый,,
,ăслайлă ,adjective,изворотливый,,
,православи ,noun,православие,,
,киревсĕрлĕх ,noun,безобразие,,
,мелиорациле ,verb,мелиорировать,,
,намаз ,noun masculine,намаз,,
,намаз ,nonetype,Намаз,,
,пĕрлĕхен ,noun,костяника,,
,бандитла ,adjective,бандитский,,
,палеографи ,noun feminine,палеография,,
,палеографи ,noun,палеография,,
,балти ,adjective,балтийский,,
,орнитологи ,noun feminine,орнитология,,
,орнитологи ,noun,орнитология,,
,эстетикăлла ,adjective,эстетический,,
,Хопёр ,noun,Хопёр,,
,Обь ,noun masculine,Обь,,
,çĕр саккăр ,numeral,сто восемь,,
,уран ,noun masculine,уран,,
,уран ,noun masculine,уран,,
,Филиппин ,noun feminine,Филиппины,,
,Филиппин ,nonetype,филиппины,,
,эйнштейни ,noun masculine,эйнштейний,,
,эйнштейни ,noun,эйнштейний,,
,гиперболлă ,adjective,гиперболический,,
,Флерови ,noun masculine,флеровий,,
,Флерови ,noun masculine,флеровий,,
,Флерови ,nonetype,флёровием,,
,васкат ,verb impf,торопить,,
,юань ,noun masculine,юань,,
,Азов тинĕсĕ ,proper neuter,Азовское море,,
,кӗрешӳ ,noun,куреш,,
,Краснодар ,noun masculine,Краснодар,,
,Йоханнесбург ,noun masculine,Йоханнесбург,,
,Йоханнесбург ,nonetype,йоханнесбург,,
,импровизациле ,verb impf,импровизировать,,
,çăх ,verb,клеветать,,
,элек пар ,verb,клеветать,,
,Калининград ,noun masculine,Калининград,,
,киккириклет ,verb,кукарекать,,
,Тамбов ,noun masculine,Тамбов,,
,Пенза ,noun feminine,Пенза,,
,Ливермори ,noun masculine,ливерморий,,
,Ливермори ,noun masculine,ливерморий,,
,Пенза облаçě ,nonetype,Пензенская область,,
,ансух ,adjective,забывчивый,,
,Рига ,noun feminine,Рига,,
,Рига ,noun,рига,,
,Рубикон урлă каç ,nonetype,перейти Рубикон,,
,самайлат ,verb,поправлять,,
,натураллă хуçалăх ,noun,натуральное хозяйство,,
,натураллă хуçалăх ,nonetype,Натуральное хозяйство,,
,утмăл тăваттă ,numeral,шестьдесят четыре,,
,Kislovodsk ,noun,Кисловодск,,
,Ставрополь Ен ,nonetype,Ставропольский край,,
,Тамбов облаçĕ ,nonetype,Тамбовская область,,
,Гори ,noun,Гори,,
,Чулхула ,proper masculine,Нижний Новгород,,
,Раççей империйĕ ,proper,Российская империя,,
,Коран ,noun masculine,Коран,,
,Коран ,masculine,коран,,
,Коран ,noun,коран,,
,вăтăр тăваттă ,numeral,тридцать четыре,,
,хӗрӗх тӑваттӑ ,numeral,сорок четыре,,
,Челепи ,noun masculine,Челябинск,,
,Сăр ,noun,Сура,,
,Кабо Верде ,noun feminine,Кабо-Верде,,
,Кабо Верде ,nonetype,кабо-верде,,
,Элмет ,noun,Альметьевск,,
,Хĕвелтухăç Çĕпĕр тинĕсĕ ,proper,Восточно-Сибирское море,,
,ӗҫлен ,nonetype,ӗҫле,,
,ИРТНĔ ,adjective particle,прошедший,,
,РсеККкКҫӗӗӗӗӗ ,nonetype,4 карандаша,,
,Кěшэрни ,nonetype,Крещение,,
,мункун ,nonetype,"Пасха",,
,кěрхи сăра ,nonetype,«осеннее пиво»,,
,пуринчен ,nonetype,Пьяная сосиска,,
,ррККкк ,nonetype,хуйваываыфацкауцфа,,
,Эр ,nonetype,Эр,,
,Фаулз Джон ,nonetype,Джон Роберт Фаулз,,
,Намиэ Амуро ,nonetype,Намиэ Амуро,,
,Индиана ,proper feminine,Индиана,,
,Карл Маркс ,nonetype,Карл Маркс,,
,Сьон ,nonetype,Сьон,,
,Куритиба ,nonetype,Куритиба,,
,Айдахо ,proper masculine,Айдахо,,
,Айдахо ,nonetype,айдахо,,
,Тоомас Хендрик Ильвес ,nonetype,Тоомас Хендрик Ильвес,,
,Джонатан Свифт ,nonetype,Джонатан Свифт,,
,Uetersen ,nonetype,Итерзен,,
,Гагра ,nonetype,Гагра,,
,Миннесота ,proper feminine,Миннесота,,
,Коннектикут ,proper masculine,Коннектикут,,
,Морис Дрюон ,nonetype,Морис Дрюон,,
,Кстово ,nonetype,Кстово,,
,Вайоминг ,proper masculine,Вайоминг,,
,Пярну ,masculine,Пярну,,
,Спенсер Эдмунд ,nonetype,Эдмунд Спенсер,,
,Техас ,proper masculine,Техас,,
,Техас ,nonetype,техас,,
,Вааса ,feminine,Вааса,,
,Алмасан ,nonetype,Альмасан,,
,Невада ,proper feminine,Невада,,
,Невада ,nonetype,невада,,
,Исаак Ньютон ,nonetype,Исаак Ньютон,,
,Стерлĕ ,noun,Стерлитамак,,
,Колорадо ,proper masculine,Колорадо,,
,Колорадо ,nonetype,колорадо,,
,Эро ,nonetype,Эро,,
,Реджеп Таййип Эрдоан ,nonetype,Реджеп Таййип Эрдоган,,
,Луар тата Шер ,nonetype,Луар и Шер,,
,Лихула ,nonetype,Лихула,,
,Салават ,nonetype,Салават,,
,Манш ,nonetype,Манш,,
,Мёрт тата Мозель ,nonetype,Мёрт и Мозель,,
,Валь-д’Уаз ,nonetype,Валь-д’Уаз,,
,Тури Луара ,nonetype,Луара Верхняя,,
,Даугавпилс ,proper masculine,Даугавпилс,,
,Мате Залка ,nonetype,Мате Залка,,
,Нор ,proper,Нор,,
,Огайо ,proper masculine,Огайо,,
,Катрин Денёв ,nonetype,Катрин Денёв,,
,Мэн ,proper masculine,Мэн,,
,Мэн ,nonetype,мэн,,
,Ду ,nonetype,Ду,,
,Коррез ,nonetype,Коррез,,
,Безансон ,nonetype,Безансон,,
,Финистер ,nonetype,Финистер,,
,Пюи-де-Дом ,proper,Пюи-де-Дом,,
,Кихну ,nonetype,Кихну,,
,Тарн ,nonetype,Тарн,,
,Юкио Мисима ,nonetype,Юкио Мисима,,
,Айова ,proper feminine,Айова,,
,Ло ,nonetype,Ло,,
,Лениногорск ,nonetype,Лениногорск,,
,Джек Лондон ,nonetype,Джек Лондон,,
,Мёз ,nonetype,Мёз,,
,Ланды ,nonetype,Ланды,,
,Дербент ,proper,Дербент,,
,Кубер Педи ,nonetype,Кубер-Педи,,
,Массачусетс ,proper masculine,Массачусетс,,
,Массачусетс ,nonetype,массачусетс,,
,Перт ,proper masculine,Перт,,
,Виктор Гюго ,nonetype,Виктор Мари Гюго,,
,Па-де-Кале ,proper,Па-де-Кале,,
,Фридрих Энгельс ,nonetype,Фридрих Энгельс,,
,Кофи Аннан ,nonetype,Кофи Аннан,,
,Томск ,proper masculine,Томск,,
,Жак Ширак ,nonetype,Жак Ширак,,
,Катовица ,nonetype,Катовице,,
,Катовица ,nonetype,катовице,,
,Небраска ,proper feminine,Небраска,,
,Небраска ,nonetype,небраска,,
,Курт Вальдхайм ,nonetype,Курт Вальдхайм,,
,Кярдла ,nonetype,Кярдла,,
,Туçи Сена ,proper,О-де-Сен,,
,Лиепая ,noun feminine,Лиепая,,
,Станислав Лем ,nonetype,Станислав Лем,,
,Род Айленд ,proper masculine,Род-Айленд,,
,Теодор Шторм ,nonetype,Теодор Шторм,,
,Любек ,nonetype,Любек,,
,Лейпциг ,masculine,Лейпциг,,
,Лейпциг ,nonetype,лейпциг,,
,Кăнтăр Корсика ,nonetype,Корсика Южная,,
,Тусан Пырши ,nonetype,Пыльный котёл,,
,Вьенна ,nonetype,Вьенна,,
,Хобарт ,proper masculine,Хобарт,,
,Армидейл ,nonetype,Армидейл,,
,Юра ,proper,Юра,,
,Юра ,nonetype,быть годным,,
,Юра ,nonetype,быть полезным,,
,Юра ,verb,годиться,,
,Юра ,verb,угождать,,
,Юра ,noun,юра,,
,Никита ,noun,Никита,,
,Уильям Фолкнер ,nonetype,Уильям Фолкнер,,
,Роттердам ,noun masculine,Роттердам,,
,Роттердам ,nonetype,роттердам,,
,Вентспилс ,masculine,Вентспилс,,
,Войнич Этель Лилиан ,nonetype,Этель Лилиан Войнич,,
,Каунас ,proper masculine,Каунас,,
,Инсар ,nonetype,Инсар,,
,Жер ,nonetype,Жер,,
,Бенин ,proper masculine,Бенин,,
,Бенин ,nonetype,бенин,,
,Ангела Меркель ,nonetype,Ангела Меркель,,
,Саранск ,proper masculine,Саранск,,
,Бурунди ,proper neuter,Бурунди,,
,Бурунди ,nonetype,бурунди,,
,Арьеж ,proper,Арьеж,,
,Кнут Гамсун ,nonetype,Кнут Гамсун,,
,Монтана ,proper feminine,Монтана,,
,Монтана ,nonetype,монтана,,
,Тимишоара ,nonetype,Тимишоара,,
,Тури Вьенна ,nonetype,Верхняя Вьенна,,
,Ибрагим Ругова ,nonetype,Ибрагим Ругова,,
,Шон Коннери ,nonetype,Томас Шон Коннери,,
,Вермонт ,proper masculine,Вермонт,,
,Вермонт ,nonetype,вермонт,,
,Ньевр ,nonetype,Ньевр,,
,Ангола ,proper feminine,Ангола,,
,Ангола ,nonetype,ангола,,
,Дром ,nonetype,Дром,,
,Сомма ,nonetype,Сомма,,
,Висагинас ,nonetype,Висагинас,,
,Гар ,nonetype,Гар,,
,Адольф Китлĕр ,nonetype,Адольф Гитлер,,
,Ардатов ,nonetype,Ардатов,,
,Йонна ,proper,Йонна,,
,Звенигово ,nonetype,Звенигово,,
,Тинĕс енчи Шаранта ,nonetype,Шаранта Приморская,,
,Кола ,nonetype,Кола,,
,Кальвадос ,nonetype,Кальвадос,,
,Владивосток ,proper masculine,Владивосток,,
,Елгава ,feminine,Елгава,,
,Беринг Витус Ионассен ,nonetype,Витус Беринг,,
,Мельбурн ,proper masculine,Мельбурн,,
,Мельбурн ,nonetype,мельбурн,,
,Бах Иоганн Себастьян ,nonetype,Иоганн Себастьян Бах,,
,Курессааре ,nonetype,Курессааре,,
,Валь-де-Марн ,nonetype,Валь-де-Марн,,
,Мел Кипсăн ,nonetype,Мел Колумсиль Джерард Гибсон,,
,Марко Поло ,nonetype,Марко Поло,,
,Луаре ,nonetype,Луаре,,
,Ло тата Гаронна ,nonetype,Ло и Гаронна,,
,Омск ,proper masculine,Омск,,
,Джефри Чосер ,nonetype,Джефри Чосер,,
,Радуч ,nonetype,Радуч,,
,Гданьск ,proper masculine,Гданьск,,
,Дубровник ,proper,Дубровник,,
,Кентукки ,proper masculine,Кентукки,,
,Кентукки ,nonetype,кентукки,,
,Бельцы ,nonetype,Бельцы,,
,Морбиан ,nonetype,Морбиан,,
,Орегон ,proper masculine,Орегон,,
,Орегон ,nonetype,орегон,,
,Бьорк ,nonetype,Бьорк,,
,Ян Сибелиус ,nonetype,Ян Сибелиус,,
,Фрэнсис Фукуяма ,nonetype,Фрэнсис Фукуяма,,
,Арканзас ,proper masculine,Арканзас,,
,Арканзас ,nonetype,арканзас,,
,Лунд ,nonetype,Лунд,,
,Шаранта ,nonetype,Шаранта,,
,Джорджи ,proper feminine,Джорджия,,
,Джорджи ,nonetype,джорджия,,
,Мюнхен тĕплĕх биржи ,nonetype,Мюнхенская фондовая биржа,,
,Иммануил Кант ,nonetype,Иммануил Кант,,
,Краснослободск ,nonetype,Краснослободск,,
,Уаза ,nonetype,Уаза,,
,Эндр тата Луара ,nonetype,Эндр и Луара,,
,Мюлуз ,nonetype,Мюлуз,,
,Мюлуз ,nonetype,мюлуз,,
,Ален Робер ,nonetype,Ален Робер,,
,Сидней ,proper masculine,Сидней,,
,Сидней ,nonetype,сидней,,
,Марсель Пруст ,nonetype,Марсель Пруст,,
,Веллингтон ,proper masculine,Веллингтон,,
,Веллингтон ,nonetype,веллингтон,,
,Диккесбах ,nonetype,Диккесбах,,
,Буш-дю-Рон ,proper,Буш-дю-Рон,,
,Винстăн Черчĕл ,nonetype,Уинстон Черчилль,,
,Курув ,nonetype,Курув,,
,Воклюз ,nonetype,Воклюз,,
,Эрнест Хемингуэй ,nonetype,Эрнест Миллер Хемингуэй,,
,Харбин ,noun masculine,Харбин,,
,Атлантика енчи Луара ,nonetype,Луара Атлантическая,,
,Лима ,proper feminine,Лима,,
,Лима ,nonetype,лима,,
,Бен Аффлек ,nonetype,Бен Аффлек,,
,Сена — Сен-Дени ,nonetype,Сена — Сен-Дени,,
,Гали ,nonetype,Гали,,
,Тарн тата Гаронна ,nonetype,Тарн и Гаронна,,
,Висконсин ,proper masculine,Висконсин,,
,Юрмала ,feminine,Юрмала,,
,Эйфель Густав Александр ,nonetype,Густав Александр Эйфель,,
,Юл Бриннер ,nonetype,Юл Бриннер,,
,Том Крус ,nonetype,Том Круз,,
,Реутов ,nonetype,Реутов,,
,Коломна ,proper feminine,Коломна,,
,Бредбери Рей ,nonetype,Рэй Брэдбери,,
,Воткинск ,nonetype,Воткинск,,
,Шер ,nonetype,Шер,,
,Коньсковольă ,nonetype,Коньсковоля,,
,Осло ,proper masculine,Осло,,
,Осло ,nonetype,осло,,
,Даниэль Дефо ,nonetype,Даниэль Дефо,,
,Моррис Сводеш ,nonetype,Моррис Сводеш,,
,Кохтла-Ярве ,masculine,Кохтла-Ярве,,
,Сарт ,proper,Сарта,,
,Обри Винсент Бердслей ,nonetype,Обри Винсент Бердслей,,
,Тури Марна ,nonetype,Марна Верхняя,,
,Теннесси ,proper masculine,Теннесси,,
,Эссонна ,nonetype,Эссонна,,
,Барселона ,proper feminine,Барселона,,
,Барселона ,nonetype,барселона,,
,Крёз ,nonetype,Крёз,,
,Ярузельский Войцех ,nonetype,Войцех Витольд Ярузельский,,
,Шекли Роберт ,nonetype,Роберт Шекли,,
,Нукус ,nonetype,Нукус,,
,Минданао ,nonetype,Остров Минданао,,
,Дё-Севр ,proper,Дё-Севр,,
,Мэн тата Луара ,nonetype,Мен и Луара,,
,Мамай ,nonetype,Мамай,,
,Карло Адзелио Чампи ,nonetype,Карло Адзельо Чампи,,
,Оклахома ,proper feminine,Оклахома,,
,Оклахома ,nonetype,оклахома,,
,Канталь ,nonetype,Канталь,,
,Алабама ,proper feminine,Алабама,,
,Алабама ,proper,алабама,,
,Амстердам ,proper masculine,Амстердам,,
,Амстердам ,nonetype,амстердам,,
,Çěнě Орлеан ,proper masculine,Новый Орлеан,,
,Дон ,proper masculine,Дон,,
,Тинĕсçум Сена ,nonetype,Сена Приморская,,
,Тухăç Пиреней ,nonetype,Пиренеи Восточные,,
,Иллинойс ,proper masculine,Иллинойс,,
,Иллинойс ,nonetype,иллинойс,,
,Анри Труайя ,nonetype,Анри Труайя,,
,Орн ,nonetype,Орн,,
,Орхан Памук ,nonetype,Орхан Памук,,
,Рейкьявик ,proper,Рейкьявик,,
,Тур Хейердал ,nonetype,Тур Хейердал,,
,Канзас ,proper masculine,Канзас,,
,Канзас ,nonetype,канзас,,
,Тури Сона ,nonetype,Сона Верхняя,,
,Изер ,nonetype,Изер,,
,Стара Рава ,nonetype,Старая Рава,,
,Коканд ,nonetype,Коканд,,
,Вандея ,nonetype,Вандея,,
,Томас Манн ,nonetype,Томас Манн,,
,Делавэр ,proper,Делавэр,,
,Риека ,feminine,Риека,,
,Риека ,nonetype,риека,,
,Аризона ,proper feminine,Аризона,,
,Аризона ,nonetype,аризона,,
,Чарльз Симони ,nonetype,Чарлз Шимоньи,,
,Муса Джалиль ,nonetype,Муса Мустафович Джалиль,,
,Ангола патшалăхĕн гимнĕ ,nonetype,Гимн Анголы,,
,Ивелин ,proper,Ивелин,,
,Майенн ,nonetype,Майенн,,
,Эрвин Роммель ,nonetype,Эрвин Йоханнес Ойген Роммель,,
,Буркина Фасо ,proper neuter,Буркина Фасо,,
,Аруба ,proper feminine,Аруба,,
,Сона тата Луара ,nonetype,Сона и Луара,,
,Лейте ,nonetype,Лейте,,
,Бабск ,nonetype,Бабск,,
,Акира Куросава ,nonetype,Акира Куросава,,
,Хантер Томпсон ,nonetype,Хантер Томпсон,,
,Кракен ,proper,Кракен,,
,Ингрид Бергман ,nonetype,Ингрид Бергман,,
,Эр тата Луар ,nonetype,Эр и Луар,,
,Вогез ,nonetype,Вогезы,,
,Иль тата Вилен ,nonetype,Иль и Вилен,,
,Фэй Рэй ,nonetype,Фэй Рэй,,
,Бари ,masculine,Бари,,
,Бари ,noun masculine,барий,,
,Бари ,noun masculine,барий,,
,Трабзон ,nonetype,Трабзон,,
,Баткен ,nonetype,Баткен,,
,Рихăрт Вакнĕр ,nonetype,Рихард Вагнер,,
,Вашингтон Ирвинг ,nonetype,Вашингтон Ирвинг,,
,Теннĕсси Вильямс ,nonetype,Теннесси Уильямс,,
,Пермь ,proper feminine,Пермь,,
,Парамарибо ,proper masculine,Парамарибо,,
,Парамарибо ,nonetype,парамарибо,,
,Лозер ,nonetype,Лозер,,
,Темников ,nonetype,Темников,,
,Гудаута ,nonetype,Гудаута,,
,Сена тата Марна ,nonetype,Сена и Марна,,
,Тарту ,noun masculine,Тарту,,
,Юта ,proper feminine,Юта,,
,Юта ,noun,юта,,
,Эндр ,nonetype,Эндр,,
,Рихард Штраусс ,nonetype,Рихард Штраус,,
,Дубна ,nonetype,Дубна,,
,Антонин Дворжак ,nonetype,Антонин Дворжак,,
,Маргарет Тэтчер ,nonetype,Маргарет Тэтчер,,
,импровизаци ту ,verb impf,импровизировать,,
,еткерлĕх ,noun neuter,имущество,,
,йод ,noun masculine,иод,,
,июль ,noun masculine,июль,,
,утă уйăхе ,noun masculine,июль,,
,июнь ,noun masculine,июнь,,
,Калмăк ,adjective,калмыцкий,,
,Калмăк ,noun,калмык,,
,Калмăк ,adjective,калмыцкий,,
,чăлахлат ,verb impf,калечить,,
,сусăрлантар ,verb impf,калечить,,
,сусăрла ,verb impf,калечить,,
,канифоль ,noun feminine,канифоль,,
,ӳслĕк ,noun masculine,кашель,,
,ӳслĕк ,noun masculine,кашель,,
,ӳсĕрни ,noun masculine,кашель,,
,кипарис ,noun masculine,кипарис,,
,çĕр çырли ,noun feminine,клубника,,
,тӳш шăмми ,noun,ключица,,
,ҫӑраҫҫи ,noun masculine,ключ,,
,кӗнеке ,noun feminine,книга,,
,кӗнеке ,noun feminine,книжка,,
,тухату ,noun neuter,колдовство,,
,чӗркуҫҫи ,noun neuter,колено,,
,им-сум ,noun neuter,количество,,
,шăнкрав ,noun masculine,колокольчик,,
,шăнкрав курăкĕ ,noun masculine,колокольчик,,
,вăрăмтуна ,noun masculine,комар,,
,такана ,noun neuter,корыто,,
,такана ,noun feminine,кормушка,,
,такана ,feminine,лохань,,
,космос ,noun masculine,космос,,
,шӑм ,noun feminine,кость,,
,шӑмӑ ,noun feminine,кость,,
,ӳхлĕм ,noun masculine,костёр,,
,1.ами ,noun feminine,кошка,,
,вут чулĕ ,noun masculine,кремень,,
,кравать ,noun feminine,кровать,,
,кравать ,noun feminine,койка,,
,кравать ,noun feminine,постель,,
,ҫавра ,noun masculine,круг,,
,ҫунат ,noun neuter,крыло,,
,тӑрӑ ,noun feminine,крыша,,
,ҫивитти ,noun feminine,крыша,,
,ҫи ,noun feminine,крыша,,
,шӑрчӑк ,noun masculine,кузнечик,,
,кумыс ,noun masculine,кумыс,,
,арӑслан ,noun masculine,лев,,
,арӑслан ,noun feminine,львица,,
,лезгинка ,noun,лезгинка,,
,лезгинка ,nonetype,Лезгинка,,
,ҫулҫӑ ,noun neuter,лист,,
,сӑпат ,noun neuter,лицо,,
,лотерея ,noun masculine,лотерея,,
,маги ,noun,магия,,
,асам ,noun,магия,,
,асам ,nonetype,Асом,,
,магнит ,noun masculine,магнит,,
,мадера ,noun,мадера,,
,ăслай ,noun feminine,махинация,,
,ăслай ,nonetype,Изобретение,,
,махинаци ,noun feminine,махинация,,
,медаль ,noun feminine,медаль,,
,ӑшӑх ,adjective,мелкий,,
,вырӑн ,noun neuter,место,,
,метеорологи ,noun feminine,метеорология,,
,метрополитен ,noun neuter,метро,,
,метрополитен ,noun masculine,метрополитен,,
,метрополитен ,noun,метрополитен,,
,метро ,noun neuter,метро,,
,метро ,noun masculine,метрополитен,,
,мичĕт ,noun feminine,мечеть,,
,мичĕт ,noun feminine,мечеть,,
,мĕльюн ,noun,миллион,,
,миллион ,noun masculine,миллион,,
,минерал ,noun masculine,минерал,,
,министерство ,noun neuter,министерство,,
,миттельшпиль ,noun masculine,миттельшпиль,,
,кӗлӗ ,noun feminine,молитва,,
,сӗт ,noun neuter,молоко,,
,кӗпер ,noun masculine,мост,,
,мотор ,noun masculine,мотор,,
,урлă пуртă ,noun feminine,мотыга,,
,касмăч ,noun feminine,мотыга,,
,муттик ,noun feminine,мотыга,,
,ар ҫын ,noun masculine,мужчина,,
,ар ҫын ,noun masculine,муж,,
,ар ҫын ,noun masculine,мужик,,
,кӑткӑ ,noun masculine,муравей,,
,кӑткӑ ,noun feminine,мурашка,,
,кăткă тĕми ,noun masculine,муравейник,,
,кăткă йăви ,noun masculine,муравейник,,
,сенкерле ,noun masculine,мускул,,
,мускул ,noun masculine,мускул,,
,мăсăльман ,noun masculine,мусульманин,,
,мусульман ,noun masculine,мусульманин,,
,мусульман ,noun masculine,магометанин,,
,мусульман ,feminine,магометанка,,
,мусульман ,masculine,муслим,,
,мусульман ,feminine,муслимка,,
,мусульман ,feminine,мусульманка,,
,супань ,noun neuter,мыло,,
,мэр ,noun masculine,мэр,,
,хула мэрĕ ,noun masculine,мэр,,
,надстройка ,noun feminine,надстройка,,
,вĕтĕ кайăк ,noun neuter,насекомое,,
,небоскрёб ,noun masculine,небоскрёб,,
,çителĕксĕр ,adjective,недостаточный,,
,пур-çук ,adjective,недостаточный,,
,кахатлă ,adjective,недостаточный,,
,кăваркарчăн куçĕ ,noun feminine,незабудка,,
,васан ,noun feminine,низина,,
,лап ,noun feminine,низина,,
,лĕпĕте ,noun feminine,низина,,
,лӳпем ,noun feminine,низина,,
,ҫип ,noun feminine,нить,,
,ҫип ,noun feminine,нитка,,
,нитрат ,noun masculine,нитрат,,
,ноябрь ,noun masculine,ноябрь,,
,вере ,noun masculine,обычай,,
,пӗр ,pronoun masculine,один,,
,пӗр ,noun feminine,единица,,
,пӗр ,numeral feminine,одна,,
,пӗр ,numeral neuter,одно,,
,пӗр ,numeral,раз,,
,пӗрре ,pronoun masculine,один,,
,пӗрре ,noun feminine,единица,,
,пӗрре ,numeral feminine,одна,,
,пӗрре ,numeral neuter,одно,,
,пӗрре ,numeral,раз,,
,вун пӗр ,numeral,одиннадцать,,
,самăрăл ,verb,жиреть,,
,самăрăл ,verb,ожиреть,,
,кӳлӗ ,noun neuter,озеро,,
,чӳрӗче ,noun neuter,окно,,
,кантӑк ,noun neuter,окно,,
,кантӑк ,noun neuter,стекло,,
,ҫавракӑш ,noun feminine,окружность,,
,октябрь ,noun masculine,октябрь,,
,мӑйӑр ,noun masculine,орех,,
,ӑмӑрт кайӑк ,noun masculine,орёл,,
,ӑвӑс ,noun feminine,осина,,
,осьминог ,noun masculine,осьминог,,
,харсӑрлӑх ,noun feminine,отвага,,
,паттӑрлӑх ,noun feminine,отвага,,
,хӑюлӑх ,noun feminine,отвага,,
,ана ,noun neuter,отверстие,,
,ăшăхлăх ,noun masculine,отмель,,
